du_compound_id,name,smiles,inchikey,inchikey_block,has_dG_f,has_dH_f,has_dS_f,matched_cpd,in_abinitio_set
CHB_10334,,CC(C)C1=CC=C(C)CC1,YHQGMYUVUMAZJR-UHFFFAOYSA-N,YHQGMYUVUMAZJR,0,0,1,cpd06788,0
CHB_10577,,CC(C)C1=CCC(C)=CC1,YKFLAYDHMOASIY-UHFFFAOYSA-N,YKFLAYDHMOASIY,0,0,1,cpd06790,0
CHB_10589,3-methylbenzoic acid,Cc1cccc(c1)C([O-])=O,GPSDUZXPYCFOSQ-UHFFFAOYSA-M,GPSDUZXPYCFOSQ,1,1,1,cpd04449,0
CHB_10590,,Cc1cccc(C)c1,IVSZLXZYQVIEFR-UHFFFAOYSA-N,IVSZLXZYQVIEFR,0,0,1,cpd04446,0
CHB_10605,,CCCCCCCCCCO,MWKFXSUHUHTGQN-UHFFFAOYSA-N,MWKFXSUHUHTGQN,0,0,1,cpd01147,0
CHB_10611,,Cc1ccccc1C,CTQNGGLPUBDAKN-UHFFFAOYSA-N,CTQNGGLPUBDAKN,0,0,1,cpd04450,0
CHB_10624,,CC(C)c1ccc(C)cc1,HFPZCAJZSCWRBC-UHFFFAOYSA-N,HFPZCAJZSCWRBC,0,0,1,cpd03982,0
CHB_10633,,Cc1ccc(C)cc1,URLKBWYHVLBVBO-UHFFFAOYSA-N,URLKBWYHVLBVBO,0,0,1,cpd04136,0
CHB_1093,,CCCCC(CC)CO,YIWUKEYIRIRTPP-UHFFFAOYSA-N,YIWUKEYIRIRTPP,0,0,1,cpd01641,0
CHB_1148,2-hydroxybutanoate,CCC(O)C(O)=O,AFENDNXGAFYKQO-UHFFFAOYSA-N,AFENDNXGAFYKQO,1,1,1,cpd03561,1
CHB_11563,2-deoxy--D-ribose 1-phosphate,OC[C@H]1O[C@@H](C[C@@H]1O)OP([O-])([O-])=O,KBDKAJNTYKVSEK-VPENINKCSA-L,KBDKAJNTYKVSEK,1,0,0,cpd00509,1
CHB_1280,,CCCCCCCCCC(C)=O,KYWIYKKSMDLRDC-UHFFFAOYSA-N,KYWIYKKSMDLRDC,0,0,1,cpd01290,0
CHB_13705,acetoacetate,CC(=O)CC(O)=O,WDJHALXBUFZDSR-UHFFFAOYSA-N,WDJHALXBUFZDSR,1,0,0,cpd00142,1
CHB_15343,acetaldehyde,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,IKHGUXGNUITLKF,1,1,1,cpd00071,1
CHB_15347,acetone,CC(C)=O,CSCPPACGZOOCGX-UHFFFAOYSA-N,CSCPPACGZOOCGX,1,1,1,cpd00178,1
CHB_15350,acetyl phosphate,CC(=O)OP([O-])([O-])=O,LIPOUNRJVLNBCD-UHFFFAOYSA-L,LIPOUNRJVLNBCD,1,0,0,cpd00196,1
CHB_15361,pyruvate,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,LCTONWCANYUPML,1,1,1,cpd00020,1
CHB_15422,ATP,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(=O)OP([O-])(=O)OP(O)([O-])=O)[C@@H](O)[C@H]1O,ZKHQWZAMYRWXGA-KQYNXXCUSA-L,ZKHQWZAMYRWXGA,1,1,1,cpd00002,1
CHB_15428,glycine,[NH3+]CC([O-])=O,DHMQDGOQFOQNFH-UHFFFAOYSA-N,DHMQDGOQFOQNFH,1,1,1,cpd00033,1
CHB_15588,(R)-malate,O[C@H](CC(O)=O)C([O-])=O,BJEPYKJPYRNKOW-UWTATZPHSA-M,BJEPYKJPYRNKOW,0,0,1,cpd00130,1
CHB_15589,(S)-malate,O[C@@H](CC([O-])=O)C([O-])=O,BJEPYKJPYRNKOW-REOHCLBHSA-L,BJEPYKJPYRNKOW,1,1,1,cpd00130,1
CHB_15603,L-leucine,CC(C)C[C@H]([NH3+])C([O-])=O,ROHFNLRQFUQHCH-YFKPBYRVSA-N,ROHFNLRQFUQHCH,1,1,1,cpd00107,1
CHB_15698,Deoxycytidine,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH+]1,CKTSBUTUHBMZGZ-SHYZEUOFSA-O,CKTSBUTUHBMZGZ,1,1,1,cpd00654,0
CHB_15713,UTP,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP([O-])(=O)OP([O-])(=O)OP(O)([O-])=O)n1ccc(=O)[nH]c1=O,PGAVKCOVUIYSFO-XVFCMESISA-K,PGAVKCOVUIYSFO,1,1,1,cpd00062,1
CHB_15740,formate,OC=O,BDAGIHXWWSANSR-UHFFFAOYSA-N,BDAGIHXWWSANSR,1,1,1,cpd00047,1
CHB_15743,butanal,CCCC=O,ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,ZTQSAGDEMFDKMZ,1,1,1,cpd01011,1
CHB_15756,palmitic acid,CCCCCCCCCCCCCCCC([O-])=O,IPCSVZSSVZVIGE-UHFFFAOYSA-M,IPCSVZSSVZVIGE,1,0,0,cpd00214,1
CHB_15811,O-phospho-L-serine,[NH3+][C@@H](COP(O)([O-])=O)C(O)=O,BZQFBWGGLXLEPQ-REOHCLBHSA-N,BZQFBWGGLXLEPQ,1,0,0,cpd00738,1
CHB_15846,NAD,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,BAWFJGJZGIEFAR-NNYOXOHSSA-M,BAWFJGJZGIEFAR,1,1,1,cpd00003,1
CHB_15862,ethanamine (Ethylamine),CCN,QUSNBJAOOMFDIB-UHFFFAOYSA-N,QUSNBJAOOMFDIB,1,1,1,cpd00591,0
CHB_15882,phenol,Oc1ccccc1,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,ISWSIDIOOBJBQZ,1,1,1,cpd00127,0
CHB_15891,NH2CH2CH2SO3H,[NH3+]CCS([O-])(=O)=O,XOAAWQZATWQOTB-UHFFFAOYSA-N,XOAAWQZATWQOTB,0,0,1,cpd00210,0
CHB_15895,"D-galactono-1,4-lactone",OC[C@@H](O)[C@@H]1OC(=O)[C@H]([O-])[C@H]1O,HSQJUOQBLAFQBE-AIHAYLRMSA-N,HSQJUOQBLAFQBE,1,0,0,,0
CHB_15918,dCMP,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(O)([O-])=O)O2)c(=O)n1,NCMVOABPESMRCP-SHYZEUOFSA-M,NCMVOABPESMRCP,1,1,1,cpd00206,1
CHB_15963,ribitol,OC[C@H](O)[C@H]([O-])[C@H](O)CO,BJWHQFDBORSFJW-ZXFHETKHSA-N,BJWHQFDBORSFJW,1,0,0,,0
CHB_1597,,CC(C)CCO,PHTQWCKDNZKARW-UHFFFAOYSA-N,PHTQWCKDNZKARW,0,0,1,cpd04533,0
CHB_15971,L-histidine,[NH3+][C@@H](Cc1c[nH]c[nH+]1)C([O-])=O,HNDVDQJCIGZPNO-YFKPBYRVSA-O,HNDVDQJCIGZPNO,1,1,1,cpd00119,1
CHB_15978,sn-glycerol 3-phosphate,OC[C@@H](O)COP(O)(O)=O,AWUCVROLDVIAJX-GSVOUGTGSA-N,AWUCVROLDVIAJX,1,1,1,cpd00080,1
CHB_15996,GTP,Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,XKMLYUALXHKNFT-UUOKFMHZSA-N,XKMLYUALXHKNFT,1,1,1,cpd00038,1
CHB_16004,(R)-lactate,C[C@@H](O)C([O-])=O,JVTAAEKCZFNVCJ-UWTATZPHSA-M,JVTAAEKCZFNVCJ,1,1,1,cpd00159,1
CHB_16007,Methanethiol,C[S-],LSDPWZHWYPCBBB-UHFFFAOYSA-M,LSDPWZHWYPCBBB,1,1,1,cpd00324,0
CHB_16016,dihydroxyacetone,OCC(=O)CO,RXKJFZQQPQGTFL-UHFFFAOYSA-N,RXKJFZQQPQGTFL,1,0,0,cpd00157,1
CHB_16027,AMP,Nc1[nH+]cnc2n(cnc12)[C@@H]1O[C@H](COP(O)([O-])=O)[C@@H](O)[C@H]1O,UDMBCSSLTHHNCD-KQYNXXCUSA-N,UDMBCSSLTHHNCD,1,1,1,cpd00018,1
CHB_16039,ITP,O[C@@H]1[C@@H](COP(O)(=O)OP([O-])(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)n1cnc2c1nc[nH]c2=O,HAEJPQIATWHALX-KQYNXXCUSA-M,HAEJPQIATWHALX,1,1,1,cpd00068,1
CHB_16040,Cytosine,Nc1cc[n-]c(=O)n1,OPTASPLRGRRNAP-UHFFFAOYSA-M,OPTASPLRGRRNAP,1,1,1,cpd00307,0
CHB_16052,1-propene,CC=C,QQONPFPTGQHPMA-UHFFFAOYSA-N,QQONPFPTGQHPMA,1,1,1,cpd08344,0
CHB_16077,glucose 1-phosphate,OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,HXXFSFRBOHSIMQ-VFUOTHLCSA-N,HXXFSFRBOHSIMQ,1,0,0,cpd00089,1
CHB_16087,isocitrate,OC(C(CC(O)=O)C(O)=O)C([O-])=O,ODBLHEXUDAPZAU-UHFFFAOYSA-M,ODBLHEXUDAPZAU,1,0,0,cpd00260,1
CHB_16101,ethylbenzene,CCc1ccccc1,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,YNQLUTRBYVCPMQ,1,1,1,cpd04383,0
CHB_16108,glycerone phosphate,OCC(=O)COP(O)(O)=O,GNGACRATGGDKBX-UHFFFAOYSA-N,GNGACRATGGDKBX,1,0,0,cpd00095,1
CHB_16171,nicotinamide mononucleotide,[NH-]C(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O,DAYLJWODMCOQEW-TURQNECASA-L,DAYLJWODMCOQEW,1,1,1,cpd00355,1
CHB_16174,dADP,Nc1ncnc2n(cnc12)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)([O-])=O)O1,DAEAPNUQQAICNR-RRKCRQDMSA-M,DAEAPNUQQAICNR,1,1,1,cpd00177,1
CHB_16183,methane,C,VNWKTOKETHGBQD-UHFFFAOYSA-N,VNWKTOKETHGBQD,1,1,1,cpd01024,0
CHB_16188,1-octanol,CCCCCCCCO,KBPLFHHGFOOTCA-UHFFFAOYSA-N,KBPLFHHGFOOTCA,1,1,1,cpd00562,1
CHB_16189,sulfate,[O-]S([O-])(=O)=O,QAOWNCQODCNURD-UHFFFAOYSA-L,QAOWNCQODCNURD,0,0,1,cpd00048,1
CHB_16192,dGMP,Nc1nc2n(c[nH+]c2c(=O)[nH]1)[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1,LTFMZDNNPPEQNG-KVQBGUIXSA-O,LTFMZDNNPPEQNG,1,1,1,cpd00296,1
CHB_16199,urea,NC(N)=O,XSQUKJJJFZCRTK-UHFFFAOYSA-N,XSQUKJJJFZCRTK,1,1,1,cpd00073,1
CHB_16217,"D-glucono-1,5-lactone",OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,PHOQVHQSTUBQQK-SQOUGZDYSA-N,PHOQVHQSTUBQQK,1,0,0,cpd00170,1
CHB_16235,guanine,Nc1nc2[nH]c[nH+]c2c(=O)[nH]1,UYTPUPDQBNUYGX-UHFFFAOYSA-O,UYTPUPDQBNUYGX,1,1,1,cpd00207,1
CHB_16236,ethanol,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,LFQSCWFLJHTTHZ,1,1,1,cpd00363,1
CHB_16283,cystine_0,N[C@@H](CSSC[C@H](N)C([O-])=O)C([O-])=O,LEVWYRKDKASIDU-IMJSIDKUSA-L,LEVWYRKDKASIDU,1,0,0,cpd00381,0
CHB_16284,dATP,Nc1ncnc2n(cnc12)[C@H]1C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])(=O)OP(O)([O-])=O)O1,SUYVUBYJARFZHO-RRKCRQDMSA-K,SUYVUBYJARFZHO,1,1,1,cpd00115,1
CHB_16298,D-mannitol-1-phosphate,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)COP([O-])([O-])=O,GACTWZZMVMUKNG-KVTDHHQDSA-L,GACTWZZMVMUKNG,1,0,0,cpd00491,1
CHB_16311,dCTP,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2)c(=O)n1,RGWHQCVHVJXOKC-SHYZEUOFSA-N,RGWHQCVHVJXOKC,1,1,1,cpd00356,0
CHB_16335,adenosine,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,OIRDTQYFTABQOQ-KQYNXXCUSA-N,OIRDTQYFTABQOQ,1,1,1,cpd00182,1
CHB_16383,cis-aconitate,OC(=O)C\C(=C\C(O)=O)C([O-])=O,GTZCVFVGUGFEME-IWQZZHSRSA-M,GTZCVFVGUGFEME,1,0,0,cpd00331,1
CHB_16414,L-valine,CC(C)[C@H](N)C([O-])=O,KZSNJWFQEVHDMF-BYPYZUCNSA-M,KZSNJWFQEVHDMF,1,1,1,cpd00156,0
CHB_16450,Deoxyuridine,OC[C@H]1O[C@H](C[C@@H]1O)n1ccc(=O)[nH]c1=O,MXHRCPNRJAMMIM-SHYZEUOFSA-N,MXHRCPNRJAMMIM,1,1,1,cpd00412,0
CHB_16459,n-pentanamide,CCCCC(N)=O,IPWFJLQDVFKJDU-UHFFFAOYSA-N,IPWFJLQDVFKJDU,1,1,1,cpd01267,0
CHB_16467,L-arginine,N[C@@H](CCCNC(N)=N)C([O-])=O,ODKSFYDXXFIFQN-BYPYZUCNSA-M,ODKSFYDXXFIFQN,1,1,1,cpd00051,1
CHB_16472,2-pentanone,CCCC(C)=O,XNLICIUVMPYHGG-UHFFFAOYSA-N,XNLICIUVMPYHGG,1,1,1,cpd01339,0
CHB_16474,NADPH,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)([O-])=O)[C@@H]2O)n2cnc3c(N)[nH+]cnc23)[C@@H](O)[C@H]1O,ACFIXJIJDZMPPO-NNYOXOHSSA-N,ACFIXJIJDZMPPO,1,1,1,cpd00005,1
CHB_16497,dGTP,Nc1nc2n(cnc2c(=O)[nH]1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP([O-])(=O)OP(O)(O)=O)O1,HAAZLUGHYHWQIW-KVQBGUIXSA-M,HAAZLUGHYHWQIW,1,1,1,cpd00241,0
CHB_16510,3-hydroxypropanoate,OCCC([O-])=O,ALRHLSYJTWAHJZ-UHFFFAOYSA-M,ALRHLSYJTWAHJZ,1,0,0,cpd00745,1
CHB_16551,",-trehalose",OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2[O-])[C@H](O)[C@@H](O)[C@@H]1O,JSNDPALCVAVADE-LIZSDCNHSA-N,JSNDPALCVAVADE,1,0,0,,0
CHB_16602,trichloroethylene (TCE),ClC=C(Cl)Cl,XSTXAVWGXDQKEL-UHFFFAOYSA-N,XSTXAVWGXDQKEL,1,1,0,cpd04167,0
CHB_16643,L-methionine,CSCC[C@H]([NH3+])C([O-])=O,FFEARJCKVFRZRR-BYPYZUCNSA-N,FFEARJCKVFRZRR,1,1,1,cpd00060,1
CHB_16659,glycerate,OC[C@@H](O)C(O)=O,RBNPOMFGQQGHHO-UWTATZPHSA-N,RBNPOMFGQQGHHO,1,0,0,cpd00223,1
CHB_16695,UMP,O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)n1ccc(=O)[nH]c1=O,DJJCXFVJDGTHFX-XVFCMESISA-N,DJJCXFVJDGTHFX,1,1,1,cpd00091,0
CHB_16704,uridine,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(=O)[n-]c1=O,DRTQHJPVMGBUCF-XVFCMESISA-M,DRTQHJPVMGBUCF,1,1,1,cpd00249,1
CHB_16708,adenine,Nc1ncnc2[nH]cnc12,GFFGJBXGBJISGV-UHFFFAOYSA-N,GFFGJBXGBJISGV,1,1,1,cpd00128,1
CHB_16716,benzene,c1ccccc1,UHOVQNZJYSORNB-UHFFFAOYSA-N,UHOVQNZJYSORNB,1,1,1,cpd01007,0
CHB_16737,creatinine_0,CN1CC(=O)NC1=N,DDRJAANPRJIHGJ-UHFFFAOYSA-N,DDRJAANPRJIHGJ,1,0,0,cpd00585,0
CHB_16750,guanosine,Nc1nc2n(cnc2c(=O)[n-]1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,NYHBQMYGNKIUIF-UUOKFMHZSA-M,NYHBQMYGNKIUIF,1,1,1,cpd00311,1
CHB_16761,ADP,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1[O-],PBOCXMDLUVTLNU-KQYNXXCUSA-K,PBOCXMDLUVTLNU,1,1,1,,0
CHB_16769,2-oxoglutaramate,NC(=O)CCC(=O)C(O)=O,COJBGNAUUSNXHX-UHFFFAOYSA-N,COJBGNAUUSNXHX,1,0,0,cpd00695,1
CHB_16810,2-oxoglutarate,OC(=O)CCC(=O)C(O)=O,KPGXRSRHYNQIFN-UHFFFAOYSA-N,KPGXRSRHYNQIFN,1,1,1,cpd00024,1
CHB_16821,oxoproline_-1,[O-]C(=O)[C@@H]1CC(=O)C[NH2+]1,HFXAFXVXPMUQCQ-BYPYZUCNSA-N,HFXAFXVXPMUQCQ,1,0,0,cpd01292,0
CHB_16828,L-tryptophan,[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(O)=O,QIVBCDIJIAJPQS-VIFPVBQESA-O,QIVBCDIJIAJPQS,1,1,1,cpd00065,1
CHB_16830,methylamine,CN,BAVYZALUXZFZLV-UHFFFAOYSA-N,BAVYZALUXZFZLV,1,1,1,cpd00187,0
CHB_16842,formaldehyde,C=O,WSFSSNUMVMOOMR-UHFFFAOYSA-N,WSFSSNUMVMOOMR,1,1,1,cpd00055,1
CHB_16857,L-threonine,C[C@@H](O)[C@H](N)C([O-])=O,AYFVYJQAPQTCCC-GBXIJSLDSA-M,AYFVYJQAPQTCCC,1,1,1,cpd00161,1
CHB_16881,indole,c1cc2ccccc2[nH]1,SIKJAQJRHWYJAI-UHFFFAOYSA-N,SIKJAQJRHWYJAI,1,1,1,cpd00359,1
CHB_16891,glyoxylate,OC(=O)C=O,HHLFWLYXYJOTON-UHFFFAOYSA-N,HHLFWLYXYJOTON,1,0,0,cpd00040,1
CHB_16899,D-mannitol,OC[C@@H](O)[C@@H](O)[C@H]([O-])[C@H](O)CO,UKEOJZXZJYBCKF-KVTDHHQDSA-N,UKEOJZXZJYBCKF,1,0,0,,0
CHB_16908,NADH,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,BOPGDPNILDQYTO-NNYOXOHSSA-N,BOPGDPNILDQYTO,1,1,1,cpd00004,1
CHB_16919,creatine,CN(CC([O-])=O)C(N)=[NH2+],CVSVTCORWBXHQV-UHFFFAOYSA-N,CVSVTCORWBXHQV,1,0,0,cpd00250,1
CHB_16938,"D-glucono-1,5-lactone 6-phosphate",O[C@H]1[C@H](O)[C@@H](COP(O)(O)=O)OC(=O)[C@@H]1O,IJOJIVNDFQSGAB-SQOUGZDYSA-N,IJOJIVNDFQSGAB,1,0,0,cpd00911,1
CHB_16977,L-alanine,C[C@@H]([NH3+])C([O-])=O,QNAYBMKLOCPYGJ-UWTATZPHSA-N,QNAYBMKLOCPYGJ,1,1,1,cpd00035,1
CHB_16995,oxalate-2,OC(=O)C(O)=O,MUBZPKHOEPUJKR-UHFFFAOYSA-N,MUBZPKHOEPUJKR,1,1,1,cpd00180,0
CHB_17044,D-sorbitol 6-phosphate,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O,GACTWZZMVMUKNG-SLPGGIOYSA-N,GACTWZZMVMUKNG,1,0,0,cpd00491,1
CHB_17057,cellobiose,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C([O-])O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,SFDGWEFGUNYANH-CUHNMECISA-N,SFDGWEFGUNYANH,1,0,0,,0
CHB_17111,5-phospho--D-ribose 1-diphosphate,O[C@H]1[C@@H](O)[C@@H](OP([O-])(=O)OP([O-])([O-])=O)O[C@@H]1COP([O-])([O-])=O,PQGCEDQWHSBAJP-TXICZTDVSA-I,PQGCEDQWHSBAJP,1,0,0,cpd00103,1
CHB_17115,L-serine,N[C@@H](CO)C([O-])=O,MTCFGRXMJLQNBG-REOHCLBHSA-M,MTCFGRXMJLQNBG,1,1,1,cpd00054,1
CHB_17151,xylitol,OC[C@H](O)[C@@H]([O-])[C@H](O)CO,BJWHQFDBORSFJW-SCDXWVJYSA-N,BJWHQFDBORSFJW,1,0,0,,0
CHB_17153,propanal,CCC=O,NBBJYMSMWIIQGU-UHFFFAOYSA-N,NBBJYMSMWIIQGU,1,1,1,cpd00371,0
CHB_17170,Dimethylamine_+1,CNC,ROSDSFDQCJNGOL-UHFFFAOYSA-N,ROSDSFDQCJNGOL,0,0,1,cpd00425,0
CHB_17172,Deoxyguanosine,Nc1nc2n(cnc2c(=O)[nH]1)[C@H]1C[C@H](O)[C@@H](CO)O1,YKBGVTZYEHREMT-KVQBGUIXSA-N,YKBGVTZYEHREMT,1,1,1,cpd00277,0
CHB_17191,L-isoleusine,CC[C@H](C)[C@H]([NH3+])C(O)=O,AGPKZVBTJJNPAG-WHFBIAKZSA-O,AGPKZVBTJJNPAG,1,1,1,cpd00322,0
CHB_17196,L-asparagine,NC(=O)C[C@H]([NH3+])C([O-])=O,DCXYFEDJOCDNAF-REOHCLBHSA-N,DCXYFEDJOCDNAF,1,1,1,cpd00132,0
CHB_17201,glycylglycine_0,[NH3+]CC(=O)NCC(O)=O,YMAWOPBAYDPSLA-UHFFFAOYSA-O,YMAWOPBAYDPSLA,1,1,1,cpd01391,0
CHB_17202,IMP,O[C@@H]1[C@@H](COP([O-])([O-])=O)O[C@H]([C@@H]1[O-])n1cnc2c1nc[n-]c2=O,MZNCSUJTJFMPBQ-KQYNXXCUSA-K,MZNCSUJTJFMPBQ,1,1,1,,0
CHB_17203,(S)-proline,[O-]C(=O)[C@@H]1CCCN1,ONIBWKKTOPOVIA-BYPYZUCNSA-M,ONIBWKKTOPOVIA,1,1,1,cpd00129,1
CHB_17231,m-cresol,Cc1cccc(O)c1,RLSSMJSEOOYNOY-UHFFFAOYSA-N,RLSSMJSEOOYNOY,1,1,1,cpd01041,0
CHB_17239,CDP,Nc1ccn([C@@H]2O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)c(=O)n1,ZWIADYZPOWUWEW-XVFCMESISA-N,ZWIADYZPOWUWEW,1,1,1,cpd00096,1
CHB_17256,2'-deoxyadenosine,Nc1[nH+]cnc2n(cnc12)[C@H]1C[C@H](O)[C@@H](CO)O1,OLXZPDWKRNYJJZ-RRKCRQDMSA-O,OLXZPDWKRNYJJZ,1,1,1,cpd00438,0
CHB_17272,propionate,CCC(O)=O,XBDQKXXYIPTUBI-UHFFFAOYSA-N,XBDQKXXYIPTUBI,1,1,1,cpd00141,1
CHB_17295,L-phenylalanine,N[C@@H](Cc1ccccc1)C([O-])=O,COLNVLDHVKWLRT-QMMMGPOBSA-M,COLNVLDHVKWLRT,1,1,1,cpd00066,1
CHB_17300,perchloroethylene (PCE),ClC(Cl)=C(Cl)Cl,CYTYCFOTNPOANT-UHFFFAOYSA-N,CYTYCFOTNPOANT,1,1,0,cpd04166,0
CHB_17306,maltose,OC[C@H]1O[C@H](O[C@H]2[C@H]([O-])[C@@H](O)[C@H]([O-])O[C@@H]2CO)[C@H]([O-])[C@@H](O)[C@@H]1O,SSMUATYPWJKMLA-QUYVBRFLSA-N,SSMUATYPWJKMLA,1,1,1,,0
CHB_17345,guanosine 5 '-phosphate,Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP(O)([O-])=O)[C@@H](O)[C@H]1O,RQFCJASXJCIDSX-UUOKFMHZSA-M,RQFCJASXJCIDSX,1,1,1,cpd00126,1
CHB_17361,CMP,Nc1ccn([C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)c(=O)n1,IERHLVCPSMICTF-XVFCMESISA-N,IERHLVCPSMICTF,1,1,1,cpd00046,1
CHB_17363,D-ribulose 5-phosphate,OCC(=O)[C@H](O)[C@H](O)COP([O-])([O-])=O,FNZLKVNUWIIPSJ-UHNVWZDZSA-L,FNZLKVNUWIIPSJ,1,0,0,cpd00171,1
CHB_17368,hypoxanthine,O=c1[n-]cnc2nc[n-]c12,NCTPILKYKCCYLW-UHFFFAOYSA-M,NCTPILKYKCCYLW,1,0,0,,0
CHB_17378,(R)-glyceraldehyde,OC[C@@H]([O-])C=O,TWUUVGNGOVXKHU-VKHMYHEASA-N,TWUUVGNGOVXKHU,1,0,0,,0
CHB_17418,pentanoic acid,CCCCC([O-])=O,NQPDZGIKBAWPEJ-UHFFFAOYSA-M,NQPDZGIKBAWPEJ,1,1,1,cpd00597,0
CHB_17489,adenosine 3':5'-(cyclic)phosphate,Nc1[nH+]cnc2n(cnc12)[C@@H]1O[C@@H]2COP(O)(=O)O[C@H]2[C@H]1O,IVOMOUWHDPKRLL-KQYNXXCUSA-O,IVOMOUWHDPKRLL,1,0,0,cpd00446,1
CHB_17552,GDP,Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,QGWNDRXFNXRZMB-UUOKFMHZSA-N,QGWNDRXFNXRZMB,1,1,1,cpd00031,1
CHB_17561,L-cysteine,[NH3+][C@@H](CS)C([O-])=O,XUJNEKJLAYXESH-REOHCLBHSA-N,XUJNEKJLAYXESH,1,1,1,cpd00084,0
CHB_17562,cytidine,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,UHDGCWIWMRVCDJ-XVFCMESISA-N,UHDGCWIWMRVCDJ,1,1,1,cpd00367,1
CHB_17568,uracil,O=c1cc[nH]c(=O)[n-]1,ISAKRJDGNUQOIC-UHFFFAOYSA-M,ISAKRJDGNUQOIC,1,1,1,,0
CHB_17578,toluene,Cc1ccccc1,YXFVVABEGXRONW-UHFFFAOYSA-N,YXFVVABEGXRONW,1,1,1,cpd01034,0
CHB_17590,n-octane,CCCCCCCC,TVMXDCGIABBOFY-UHFFFAOYSA-N,TVMXDCGIABBOFY,1,1,1,cpd00998,0
CHB_17596,inosine,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c([O-])ncnc12,UGQMRVRMYYASKQ-KQYNXXCUSA-M,UGQMRVRMYYASKQ,1,1,1,cpd00246,1
CHB_17622,dUMP,O[C@H]1C[C@@H](O[C@@H]1COP([O-])([O-])=O)n1ccc(=O)[nH]c1=O,JSRLJPSBLDHEIO-SHYZEUOFSA-L,JSRLJPSBLDHEIO,1,1,1,cpd00299,0
CHB_17625,dUTP,O[C@H]1C[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(O)=O)n1ccc(=O)[nH]c1=O,AHCYMLUZIRLXAA-SHYZEUOFSA-N,AHCYMLUZIRLXAA,1,1,1,cpd00358,0
