cpd	charge	triage	groups	n_anionic_sites
cpd25030	0	IMPLICIT_OK		0
cpd25031	0	IMPLICIT_OK		0
cpd25032	0	IMPLICIT_OK		0
cpd25033	0	IMPLICIT_OK		0
cpd25034	0	IMPLICIT_OK		0
cpd25035	0	IMPLICIT_OK		0
cpd25036	-1	NEED_EXPLICIT	phosphate	1
cpd25037	-1	NEED_EXPLICIT	phosphate	1
cpd25038	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25039	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25040	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25041	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25042	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25043	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25044	-1	NEED_EXPLICIT	carboxylate	1
cpd25045	-1	NEED_EXPLICIT	carboxylate	1
cpd25046	-1	NEED_EXPLICIT	carboxylate	1
cpd25047	-1	NEED_EXPLICIT	carboxylate	1
cpd25048	0	IMPLICIT_OK		0
cpd25049	-1	NEED_EXPLICIT	carboxylate	1
cpd25050	-2	NEED_EXPLICIT	phosphate	2
cpd25051	0	IMPLICIT_OK		1
cpd25052	0	IMPLICIT_OK		1
cpd25053	-1	BORDERLINE	thiolate	1
cpd25054	0	IMPLICIT_OK		0
cpd25055	0	IMPLICIT_OK		0
cpd25056	0	IMPLICIT_OK		1
cpd25057	0	IMPLICIT_OK		1
cpd25058	0	IMPLICIT_OK		0
cpd25059	0	IMPLICIT_OK		0
cpd25060	0	IMPLICIT_OK		1
cpd25061	0	IMPLICIT_OK		1
cpd25062	0	IMPLICIT_OK		1
cpd25063	0	IMPLICIT_OK		1
cpd25064	0	IMPLICIT_OK		1
cpd25065	0	IMPLICIT_OK		1
cpd25066	-1	NEED_EXPLICIT	carboxylate	1
cpd25067	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25068	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25069	0	IMPLICIT_OK		0
cpd25070	0	IMPLICIT_OK		0
cpd25071	0	IMPLICIT_OK		0
cpd25072	0	IMPLICIT_OK		0
cpd25073	0	IMPLICIT_OK		0
cpd25074	0	IMPLICIT_OK		0
cpd25075	0	IMPLICIT_OK		0
cpd25076	0	IMPLICIT_OK		0
cpd25077	0	IMPLICIT_OK		0
cpd25078	-4	NEED_EXPLICIT	phosphate	4
cpd25079	1	IMPLICIT_OK		0
cpd25080	1	IMPLICIT_OK		0
cpd25085	0	IMPLICIT_OK		0
cpd25087	0	IMPLICIT_OK		0
cpd25090	-1	NEED_EXPLICIT	carboxylate	1
cpd25091	-1	NEED_EXPLICIT	carboxylate	1
cpd25092	-2	BORDERLINE	thiolate	2
cpd25093	0	IMPLICIT_OK		0
cpd25094	-1	BORDERLINE	thiolate	1
cpd25095	0	IMPLICIT_OK		0
cpd25096	-1	BORDERLINE	thiolate	1
cpd25097	0	IMPLICIT_OK		0
cpd25098	0	IMPLICIT_OK		0
cpd25099	0	IMPLICIT_OK		0
cpd25100	0	IMPLICIT_OK		0
cpd25101	0	IMPLICIT_OK		0
cpd25102	0	IMPLICIT_OK		0
cpd25103	0	IMPLICIT_OK		0
cpd25104	-1	NEED_EXPLICIT	carboxylate	1
cpd25105	0	IMPLICIT_OK		0
cpd25106	0	IMPLICIT_OK		0
cpd25107	0	IMPLICIT_OK		0
cpd25108	0	IMPLICIT_OK		0
cpd25109	0	IMPLICIT_OK		0
cpd25110	0	IMPLICIT_OK		0
cpd25111	0	IMPLICIT_OK		0
cpd25112	0	IMPLICIT_OK		0
cpd25113	0	IMPLICIT_OK		0
cpd25114	0	IMPLICIT_OK		0
cpd25115	0	IMPLICIT_OK		0
cpd25116	0	IMPLICIT_OK		0
cpd25117	-1	NEED_EXPLICIT	phosphate	1
cpd25118	-1	NEED_EXPLICIT	phosphate	1
cpd25119	-1	NEED_EXPLICIT	phosphate	1
cpd25120	-1	NEED_EXPLICIT	phosphate	1
cpd25121	-2	NEED_EXPLICIT	phosphate	2
cpd25122	-2	NEED_EXPLICIT	phosphate	2
cpd25123	-2	NEED_EXPLICIT	phosphate	2
cpd25124	-2	NEED_EXPLICIT	phosphate	2
cpd25125	-2	NEED_EXPLICIT	phosphate	2
cpd25126	-2	NEED_EXPLICIT	phosphate	2
cpd25127	-2	NEED_EXPLICIT	phosphate	2
cpd25128	-2	NEED_EXPLICIT	phosphate	2
cpd25129	-2	NEED_EXPLICIT	phosphate	2
cpd25130	-2	NEED_EXPLICIT	phosphate	2
cpd25131	-2	NEED_EXPLICIT	phosphate	2
cpd25132	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25133	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25134	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25135	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25136	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25137	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25138	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25139	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25140	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25141	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25142	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25143	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25144	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25145	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25146	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25147	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25148	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25149	0	IMPLICIT_OK		0
cpd25150	0	IMPLICIT_OK		0
cpd25151	0	IMPLICIT_OK		0
cpd25152	0	IMPLICIT_OK		0
cpd25153	0	IMPLICIT_OK		0
cpd25154	0	IMPLICIT_OK		0
cpd25155	0	IMPLICIT_OK		0
cpd25156	0	IMPLICIT_OK		0
cpd25157	0	IMPLICIT_OK		0
cpd25158	0	IMPLICIT_OK		0
cpd25159	0	IMPLICIT_OK		0
cpd25160	0	IMPLICIT_OK		0
cpd25161	0	IMPLICIT_OK		0
cpd25162	0	IMPLICIT_OK		0
cpd25163	0	IMPLICIT_OK		0
cpd25164	0	IMPLICIT_OK		0
cpd25165	0	IMPLICIT_OK		0
cpd25166	0	IMPLICIT_OK		0
cpd25167	0	IMPLICIT_OK		0
cpd25168	0	IMPLICIT_OK		0
cpd25169	0	IMPLICIT_OK		0
cpd25170	0	IMPLICIT_OK		0
cpd25171	-1	NEED_EXPLICIT	phosphate	1
cpd25172	-1	NEED_EXPLICIT	phosphate	1
cpd25173	-1	NEED_EXPLICIT	phosphate	1
cpd25174	-1	NEED_EXPLICIT	phosphate	1
cpd25175	-1	NEED_EXPLICIT	phosphate	1
cpd25176	-1	NEED_EXPLICIT	phosphate	1
cpd25177	-1	NEED_EXPLICIT	phosphate	1
cpd25178	-1	NEED_EXPLICIT	phosphate	1
cpd25179	-1	NEED_EXPLICIT	phosphate	1
cpd25180	-1	NEED_EXPLICIT	phosphate	1
cpd25181	-1	NEED_EXPLICIT	phosphate	1
cpd25182	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25183	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25184	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25185	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25186	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25187	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25188	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25189	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25190	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25191	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25192	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25193	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25194	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25195	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25196	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25197	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25198	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25199	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25200	-1	NEED_EXPLICIT	phosphate	1
cpd25201	-1	NEED_EXPLICIT	phosphate	1
cpd25202	-1	NEED_EXPLICIT	phosphate	1
cpd25203	-1	NEED_EXPLICIT	phosphate	1
cpd25204	-1	NEED_EXPLICIT	phosphate	1
cpd25205	-2	NEED_EXPLICIT	phosphate	2
cpd25206	-2	NEED_EXPLICIT	phosphate	2
cpd25207	-2	NEED_EXPLICIT	phosphate	2
cpd25208	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25209	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25210	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25211	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25212	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25213	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25214	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25215	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25216	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25217	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25218	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25219	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25220	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25221	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25222	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25223	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25224	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25225	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25226	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25227	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25228	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25229	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25230	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25231	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25232	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd25233	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25234	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25235	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25236	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25237	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25238	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25239	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25240	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25241	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25242	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25243	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25244	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25245	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25246	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25248	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25249	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25250	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25251	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25252	0	IMPLICIT_OK		0
cpd25253	0	IMPLICIT_OK		0
cpd25254	0	IMPLICIT_OK		0
cpd25255	0	IMPLICIT_OK		0
cpd25256	0	IMPLICIT_OK		0
cpd25257	0	IMPLICIT_OK		0
cpd25258	0	IMPLICIT_OK		0
cpd25259	0	IMPLICIT_OK		0
cpd25260	0	IMPLICIT_OK		0
cpd25261	0	IMPLICIT_OK		0
cpd25262	0	IMPLICIT_OK		0
cpd25263	0	IMPLICIT_OK		0
cpd25264	1	BORDERLINE	ammonium	0
cpd25265	0	IMPLICIT_OK		0
cpd25266	0	IMPLICIT_OK		0
cpd25267	0	IMPLICIT_OK		0
cpd25268	0	IMPLICIT_OK		0
cpd25269	0	IMPLICIT_OK		0
cpd25270	0	IMPLICIT_OK		0
cpd25271	0	IMPLICIT_OK		0
cpd25272	0	IMPLICIT_OK		0
cpd25273	0	IMPLICIT_OK		0
cpd25274	0	IMPLICIT_OK		0
cpd25275	0	IMPLICIT_OK		0
cpd25276	0	IMPLICIT_OK		0
cpd25277	0	IMPLICIT_OK		0
cpd25278	0	IMPLICIT_OK		0
cpd25279	0	IMPLICIT_OK		0
cpd25280	0	IMPLICIT_OK		0
cpd25281	0	IMPLICIT_OK		0
cpd25282	0	IMPLICIT_OK		0
cpd25283	0	IMPLICIT_OK		0
cpd25284	0	IMPLICIT_OK		0
cpd25285	0	IMPLICIT_OK		0
cpd25286	0	IMPLICIT_OK		0
cpd25287	0	IMPLICIT_OK		0
cpd25288	0	IMPLICIT_OK		0
cpd25289	0	IMPLICIT_OK		0
cpd25290	0	IMPLICIT_OK		0
cpd25291	0	IMPLICIT_OK		0
cpd25292	0	IMPLICIT_OK		0
cpd25293	0	IMPLICIT_OK		0
cpd25294	0	IMPLICIT_OK		0
cpd25295	0	IMPLICIT_OK		0
cpd25296	-1	NEED_EXPLICIT	carboxylate	1
cpd25297	-1	NEED_EXPLICIT	carboxylate	1
cpd25298	0	IMPLICIT_OK		0
cpd25299	0	IMPLICIT_OK		0
cpd25300	0	IMPLICIT_OK		0
cpd25301	0	IMPLICIT_OK		0
cpd25302	0	IMPLICIT_OK		0
cpd25303	-1	NEED_EXPLICIT	carboxylate	1
cpd25304	-1	NEED_EXPLICIT	carboxylate	1
cpd25305	-1	NEED_EXPLICIT	carboxylate	1
cpd25306	-1	NEED_EXPLICIT	carboxylate	1
cpd25307	-1	NEED_EXPLICIT	carboxylate	1
cpd25308	-1	NEED_EXPLICIT	carboxylate	1
cpd25309	-1	NEED_EXPLICIT	carboxylate	1
cpd25310	-2	NEED_EXPLICIT	carboxylate	2
cpd25311	0	IMPLICIT_OK		0
cpd25312	0	IMPLICIT_OK		0
cpd25313	0	IMPLICIT_OK		0
cpd25314	0	IMPLICIT_OK		0
cpd25315	0	IMPLICIT_OK		0
cpd25316	0	IMPLICIT_OK		0
cpd25317	0	IMPLICIT_OK		0
cpd25318	0	IMPLICIT_OK		0
cpd25319	0	IMPLICIT_OK		0
cpd25320	0	IMPLICIT_OK		0
cpd25321	0	IMPLICIT_OK		0
cpd25322	0	IMPLICIT_OK		0
cpd25323	0	IMPLICIT_OK		0
cpd25324	-1	NEED_EXPLICIT	carboxylate	1
cpd25325	-1	NEED_EXPLICIT	carboxylate	1
cpd25326	0	IMPLICIT_OK		0
cpd25327	-1	NEED_EXPLICIT	carboxylate	1
cpd25328	0	IMPLICIT_OK		0
cpd25329	0	IMPLICIT_OK		0
cpd25330	0	IMPLICIT_OK		0
cpd25331	0	IMPLICIT_OK		0
cpd25332	0	IMPLICIT_OK		0
cpd25334	-1	NEED_EXPLICIT	carboxylate	1
cpd25335	-3	NEED_EXPLICIT	sulfonate;sulfate;carboxylate	3
cpd25343	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd25349	0	IMPLICIT_OK		0
cpd25356	0	IMPLICIT_OK		0
cpd25357	0	IMPLICIT_OK		0
cpd25358	0	IMPLICIT_OK		0
cpd25359	0	IMPLICIT_OK		0
cpd25360	0	IMPLICIT_OK		0
cpd25361	-1	NEED_EXPLICIT	carboxylate	1
cpd25362	0	IMPLICIT_OK		0
cpd25363	0	IMPLICIT_OK		0
cpd25364	0	IMPLICIT_OK		0
cpd25365	-1	NEED_EXPLICIT	carboxylate	1
cpd25366	0	IMPLICIT_OK		0
cpd25367	-2	NEED_EXPLICIT	phosphate;aromatic_N+	3
cpd25370	0	IMPLICIT_OK		0
cpd25371	0	IMPLICIT_OK		0
cpd25373	0	IMPLICIT_OK		0
cpd25374	-3	NEED_EXPLICIT	carboxylate	4
cpd25375	-4	NEED_EXPLICIT	phosphate	4
cpd25376	-1	NEED_EXPLICIT	carboxylate	1
cpd25377	-1	NEED_EXPLICIT	carboxylate	1
cpd25378	0	IMPLICIT_OK		0
cpd25379	0	IMPLICIT_OK		0
cpd25380	0	IMPLICIT_OK		0
cpd25381	0	IMPLICIT_OK		0
cpd25382	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd25383	-1	NEED_EXPLICIT	carboxylate	1
cpd25384	0	IMPLICIT_OK		0
cpd25386	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd25387	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd25388	0	IMPLICIT_OK		0
cpd25389	0	IMPLICIT_OK		0
cpd25390	0	IMPLICIT_OK		0
cpd25391	0	IMPLICIT_OK		0
cpd25392	0	IMPLICIT_OK		0
cpd25393	0	IMPLICIT_OK		0
cpd25394	0	IMPLICIT_OK		0
cpd25396	0	IMPLICIT_OK		0
cpd25397	0	IMPLICIT_OK		0
cpd25398	0	IMPLICIT_OK		0
cpd25399	0	IMPLICIT_OK		0
cpd25400	0	IMPLICIT_OK		0
cpd25401	0	IMPLICIT_OK		0
cpd25402	0	IMPLICIT_OK		0
cpd25403	0	IMPLICIT_OK		0
cpd25404	0	IMPLICIT_OK		0
cpd25405	0	IMPLICIT_OK		0
cpd25406	0	IMPLICIT_OK		0
cpd25407	0	IMPLICIT_OK		0
cpd25408	0	IMPLICIT_OK		0
cpd25409	0	IMPLICIT_OK		0
cpd25410	0	IMPLICIT_OK		0
cpd25411	0	IMPLICIT_OK		0
cpd25412	0	IMPLICIT_OK		0
cpd25413	0	IMPLICIT_OK		0
cpd25414	0	IMPLICIT_OK		0
cpd25415	0	IMPLICIT_OK		0
cpd25416	0	IMPLICIT_OK		0
cpd25417	0	IMPLICIT_OK		0
cpd25418	-1	NEED_EXPLICIT	carboxylate	1
cpd25419	-1	NEED_EXPLICIT	carboxylate	1
cpd25420	0	IMPLICIT_OK		0
cpd25421	0	IMPLICIT_OK		0
cpd25422	0	IMPLICIT_OK		0
cpd25423	0	IMPLICIT_OK		0
cpd25424	0	IMPLICIT_OK		0
cpd25425	0	IMPLICIT_OK		0
cpd25426	0	IMPLICIT_OK		0
cpd25427	0	IMPLICIT_OK		0
cpd25428	0	IMPLICIT_OK		0
cpd25429	0	IMPLICIT_OK		0
cpd25430	0	IMPLICIT_OK		0
cpd25431	0	IMPLICIT_OK		0
cpd25432	0	IMPLICIT_OK		0
cpd25433	0	IMPLICIT_OK		0
cpd25434	0	IMPLICIT_OK		0
cpd25435	0	IMPLICIT_OK		0
cpd25436	0	IMPLICIT_OK		0
cpd25437	0	IMPLICIT_OK		0
cpd25438	-1	NEED_EXPLICIT	sulfonate	1
cpd25439	-1	NEED_EXPLICIT	carboxylate	1
cpd25440	-1	NEED_EXPLICIT	carboxylate	1
cpd25441	-2	NEED_EXPLICIT	sulfonate	2
cpd25442	0	IMPLICIT_OK		0
cpd25443	0	IMPLICIT_OK		0
cpd25444	0	IMPLICIT_OK		0
cpd25445	0	IMPLICIT_OK		0
cpd25446	0	IMPLICIT_OK		0
cpd25447	0	IMPLICIT_OK		0
cpd25448	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd25449	-1	NEED_EXPLICIT	carboxylate	1
cpd25450	-3	NEED_EXPLICIT	sulfonate	3
cpd25451	-1	NEED_EXPLICIT	phosphate;aromatic_N+	2
cpd25452	0	IMPLICIT_OK		0
cpd25453	0	IMPLICIT_OK		0
cpd25454	0	IMPLICIT_OK		0
cpd25455	0	IMPLICIT_OK		0
cpd25456	-1	NEED_EXPLICIT	carboxylate	1
cpd25457	0	IMPLICIT_OK		0
cpd25458	0	IMPLICIT_OK		0
cpd25459	0	IMPLICIT_OK		0
cpd25460	0	IMPLICIT_OK		0
cpd25461	-1	NEED_EXPLICIT	carboxylate	1
cpd25462	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd25463	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd25464	0	IMPLICIT_OK		0
cpd25465	0	IMPLICIT_OK		0
cpd25466	0	IMPLICIT_OK		0
cpd25467	0	IMPLICIT_OK		0
cpd25468	0	IMPLICIT_OK		0
cpd25469	0	IMPLICIT_OK		0
cpd25470	0	IMPLICIT_OK		0
cpd25471	0	IMPLICIT_OK		0
cpd25472	0	IMPLICIT_OK		0
cpd25473	0	IMPLICIT_OK		0
cpd25474	-1	NEED_EXPLICIT	carboxylate;ammonium	2
cpd25475	-1	NEED_EXPLICIT	phosphate	1
cpd25476	-1	NEED_EXPLICIT	sulfonate	1
cpd25477	-1	BORDERLINE	phenolate	2
cpd25478	0	IMPLICIT_OK		2
cpd25479	0	IMPLICIT_OK		0
cpd25480	0	IMPLICIT_OK		0
cpd25481	0	IMPLICIT_OK		0
cpd25482	-2	NEED_EXPLICIT	carboxylate	3
cpd25483	-1	NEED_EXPLICIT	carboxylate	1
cpd25484	0	IMPLICIT_OK		0
cpd25485	0	IMPLICIT_OK		0
cpd25486	0	IMPLICIT_OK		0
cpd25487	1	BORDERLINE	ammonium	0
cpd25488	1	BORDERLINE	ammonium	0
cpd25489	1	BORDERLINE	ammonium	0
cpd25490	0	IMPLICIT_OK		0
cpd25491	0	IMPLICIT_OK		0
cpd25492	0	IMPLICIT_OK		0
cpd25493	0	IMPLICIT_OK		0
cpd25494	-2	NEED_EXPLICIT	carboxylate	2
cpd25495	0	IMPLICIT_OK		0
cpd25496	0	IMPLICIT_OK		0
cpd25497	0	IMPLICIT_OK		0
cpd25498	0	IMPLICIT_OK		0
cpd25499	0	IMPLICIT_OK		0
cpd25500	0	IMPLICIT_OK		0
cpd25501	0	IMPLICIT_OK		0
cpd25502	0	IMPLICIT_OK		0
cpd25503	0	IMPLICIT_OK		0
cpd25505	0	IMPLICIT_OK		0
cpd25506	-2	BORDERLINE	phenolate	2
cpd25507	-1	BORDERLINE	phenolate	1
cpd25508	-1	BORDERLINE	phenolate	1
cpd25509	-1	BORDERLINE	phenolate	1
cpd25510	-1	BORDERLINE	phenolate	1
cpd25511	-1	BORDERLINE	phenolate	1
cpd25512	-1	BORDERLINE	phenolate	1
cpd25513	0	IMPLICIT_OK		0
cpd25514	0	IMPLICIT_OK		0
cpd25515	-1	IMPLICIT_OK		1
cpd25516	-2	NEED_EXPLICIT	carboxylate	2
cpd25517	-2	NEED_EXPLICIT	phosphate	2
cpd25518	-1	NEED_EXPLICIT	carboxylate	1
cpd25519	-1	NEED_EXPLICIT	carboxylate	1
cpd25520	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd25521	0	IMPLICIT_OK		2
cpd25522	0	IMPLICIT_OK		0
cpd25523	-3	NEED_EXPLICIT	phosphate;carboxylate	3
cpd25524	-2	NEED_EXPLICIT	phosphate	2
cpd25525	2	BORDERLINE	guanidinium;ammonium	0
cpd25526	0	NEED_EXPLICIT	carboxylate	1
cpd25527	1	BORDERLINE	ammonium	0
cpd25528	-2	NEED_EXPLICIT	carboxylate	2
cpd25529	0	BORDERLINE	aromatic_N+	0
cpd25530	0	IMPLICIT_OK		0
cpd25531	-2	NEED_EXPLICIT	carboxylate	2
cpd25532	-1	NEED_EXPLICIT	carboxylate	1
cpd25533	-1	NEED_EXPLICIT	carboxylate	1
cpd25534	0	IMPLICIT_OK		0
cpd25535	-1	IMPLICIT_OK		0
cpd25536	-1	NEED_EXPLICIT	carboxylate;phenolate;aromatic_N+	2
cpd25537	0	IMPLICIT_OK		0
cpd25538	-1	NEED_EXPLICIT	carboxylate	1
cpd25539	-9	NEED_EXPLICIT	carboxylate	8
cpd25540	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd25541	-6	NEED_EXPLICIT	carboxylate	7
cpd25542	0	IMPLICIT_OK		0
cpd25543	-1	NEED_EXPLICIT	phosphate;ammonium	2
cpd25544	0	IMPLICIT_OK		0
cpd25545	0	IMPLICIT_OK		0
cpd25546	0	IMPLICIT_OK		0
cpd25547	0	IMPLICIT_OK		1
cpd25548	0	IMPLICIT_OK		0
cpd25549		NEED_EXPLICIT	carboxylate	1
cpd25550	0	IMPLICIT_OK		0
cpd25551	0	IMPLICIT_OK		0
cpd25552	0	IMPLICIT_OK		0
cpd25553	0	IMPLICIT_OK		0
cpd25554	0	IMPLICIT_OK		0
cpd25555		NEED_EXPLICIT	carboxylate	1
cpd25556		IMPLICIT_OK		0
cpd25557		IMPLICIT_OK		0
cpd25558		IMPLICIT_OK		0
cpd25562	0	NEED_EXPLICIT	enolate;aromatic_N+	1
cpd25563	0	NEED_EXPLICIT	enolate;aromatic_N+	1
cpd25564	0	NEED_EXPLICIT	enolate;aromatic_N+	1
cpd25565	0	NEED_EXPLICIT	enolate;aromatic_N+	1
cpd25566	0	IMPLICIT_OK		0
cpd25567	0	IMPLICIT_OK		0
cpd25569	0	IMPLICIT_OK		0
cpd25570	0	IMPLICIT_OK		1
cpd25571	0	IMPLICIT_OK		0
cpd25572	0	IMPLICIT_OK		0
cpd25573	0	IMPLICIT_OK		0
cpd25574	0	IMPLICIT_OK		0
cpd25575	0	IMPLICIT_OK		1
cpd25576	0	IMPLICIT_OK		1
cpd25577	-1	NEED_EXPLICIT	carboxylate	2
cpd25578	-1	NEED_EXPLICIT	carboxylate	2
cpd25579	0	IMPLICIT_OK		0
cpd25580	0	IMPLICIT_OK		0
cpd25581	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd25582	-1	NEED_EXPLICIT	carboxylate	1
cpd25583	-1	NEED_EXPLICIT	carboxylate;ammonium	2
cpd25584	0	IMPLICIT_OK		0
cpd25585	0	IMPLICIT_OK		0
cpd25586	0	IMPLICIT_OK		0
cpd25587	-1	NEED_EXPLICIT	carboxylate	1
cpd25588	-1	NEED_EXPLICIT	carboxylate;ammonium	2
cpd25589	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd25590	-2	NEED_EXPLICIT	carboxylate	2
cpd25591	-1	NEED_EXPLICIT	carboxylate	1
cpd25592	-1	NEED_EXPLICIT	carboxylate	1
cpd25593	-2	NEED_EXPLICIT	carboxylate	2
cpd25595	-1	NEED_EXPLICIT	carboxylate	1
cpd25596	-2	NEED_EXPLICIT	carboxylate	2
cpd25597	0	IMPLICIT_OK		0
cpd25598	0	IMPLICIT_OK		0
cpd25599	0	IMPLICIT_OK		0
cpd25600	-2	NEED_EXPLICIT	phosphate	2
cpd25601	0	IMPLICIT_OK		0
cpd25602	0	IMPLICIT_OK		0
cpd25603	-3	NEED_EXPLICIT	phosphate;ammonium	4
cpd25604	-1	NEED_EXPLICIT	carboxylate;ammonium	2
cpd25605	1	BORDERLINE	ammonium	0
cpd25606	1	BORDERLINE	ammonium	0
cpd25607	1	BORDERLINE	ammonium	0
cpd25608	1	BORDERLINE	ammonium	0
cpd25609	1	BORDERLINE	ammonium	0
cpd25610	-1	NEED_EXPLICIT	carboxylate	1
cpd25611	0	NEED_EXPLICIT	carboxylate	1
cpd25612	-1	NEED_EXPLICIT	carboxylate	3
cpd25613	-1	NEED_EXPLICIT	carboxylate	3
cpd25614	-1	NEED_EXPLICIT	carboxylate	1
cpd25615	-1	NEED_EXPLICIT	carboxylate	1
cpd25616	0	IMPLICIT_OK		0
cpd25617	0	IMPLICIT_OK		0
