modelseed_rxn,name,ec,enzyme_name,equation_definition,equation_ids,tecrdb_reaction,n_measurements,match_tier,dGpredictor_modelseed_dG_kJ,tecrdb_dG_kJ,diff_kJ,abs_diff_kJ,dGpredictor_modelseed_dG_kcal,tecrdb_dG_kcal,diff_kcal,abs_diff_kcal,dGpredictor_modelseed_err_kJ,tecrdb_dG_sd_kJ,combined_err_kJ,significant,other_GroupContribution_dG_kJ,other_dGPredictor_original_dG_kJ,other_eQuilibrator_dG_kJ,tecrdb_dG_min_kJ,tecrdb_dG_max_kJ,pH_min,pH_max,T_min,T_max,ms_orientation_vs_canonical,reactants_smiles,products_smiles,reaction_smiles,reaction_smiles_complete
rxn04785,R06976,2.7.3.5,lombricine kinase,(1) ATP[0] + (1) Lombricine[0] <=> (1) ADP[0] + (1) H+[0] + (1) N-Phospholombricine[0],(1) cpd00002[0] + (1) cpd09876[0] <=> (1) cpd00008[0] + (1) cpd00067[0] + (1) cpd09877[0],kegg:C00002 + kegg:C14177 = kegg:C00008 + kegg:C14178,1,stereo_exact,3.52,-8.88,12.4,12.4,0.841,-2.122,2.964,2.964,3.675,0.0,3.675,True,8.075,2.887,14.728,-8.88,-8.88,7.25,7.25,308.15,308.15,same,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O; 1 NC(=[NH2+])NCCOP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O; 1 [H+]; 1 NC(NCCOP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-])=[NH+]P(=O)([O-])[O-],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.NC(=[NH2+])NCCOP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-]>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+].NC(NCCOP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-])=[NH+]P(=O)([O-])[O-],True
rxn01480,3-Hydroxy-2-methylpropanoate:NAD+ oxidoreductase,1.1.1.31,3-hydroxyisobutyrate dehydrogenase,(1) NAD[0] + (1) 3-Hydroxyisobutyrate[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxo-2-methylpropanoate[0],(1) cpd00003[0] + (1) cpd00876[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00287[0],kegg:C01188 + kegg:C00003 = kegg:C00349 + kegg:C00004,3,stereo_exact,20.639,8.241,12.398,12.398,4.933,1.97,2.963,2.963,4.181,4.619,6.23,True,21.84,21.38,20.962,5.256,14.319,8.0,10.0,298.15,298.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 CC(CO)C(=O)[O-],1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 CC(C=O)C(=O)[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.CC(CO)C(=O)[O-]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].CC(C=O)C(=O)[O-],True
rxn32099,3-hydroxyisobutyrate dehydrogenase,1.1.1.31,3-hydroxyisobutyrate dehydrogenase,(1) NAD[0] + (1) 3-Hydroxyisobutyrate[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxo-2-methylpropanoate[0],(1) cpd00003[0] + (1) cpd00876[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00287[0],kegg:C01188 + kegg:C00003 = kegg:C00349 + kegg:C00004,3,stereo_exact,20.639,8.241,12.398,12.398,4.933,1.97,2.963,2.963,4.181,4.619,6.23,True,21.84,21.38,20.962,5.256,14.319,8.0,10.0,298.15,298.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 CC(CO)C(=O)[O-],1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 CC(C=O)C(=O)[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.CC(CO)C(=O)[O-]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].CC(C=O)C(=O)[O-],True
rxn32100,3-hydroxyisobutyrate dehydrogenase,1.1.1.31,3-hydroxyisobutyrate dehydrogenase,(1) NAD[0] + (1) 3-Hydroxyisobutyrate[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxo-2-methylpropanoate[0],(1) cpd00003[0] + (1) cpd00876[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00287[0],kegg:C01188 + kegg:C00003 = kegg:C00349 + kegg:C00004,3,stereo_exact,20.639,8.241,12.398,12.398,4.933,1.97,2.963,2.963,4.181,4.619,6.23,True,21.84,21.38,20.962,5.256,14.319,8.0,10.0,298.15,298.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 CC(CO)C(=O)[O-],1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 CC(C=O)C(=O)[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.CC(CO)C(=O)[O-]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].CC(C=O)C(=O)[O-],True
rxn03249,(S)-hydroxyhexanoyl-CoA:NAD+ oxidoreductase,1.1.1.35,3-hydroxyacyl-CoA dehydrogenase,(1) NAD[0] + (1) (S)-Hydroxyhexanoyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxohexanoyl-CoA[0],(1) cpd00003[0] + (1) cpd03122[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd03123[0],kegg:C05268 + kegg:C00003 = kegg:C05269 + kegg:C00004,4,stereo_exact,23.929,11.999,11.93,11.93,5.719,2.868,2.851,2.851,4.048,7.369,8.408,True,15.732,24.686,20.753,3.437,20.561,7.0,10.0,298.15,298.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 CCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.CCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],True
rxn20481,3-hydroxyacyl-CoA dehydrogenase,1.1.1.35,3-hydroxyacyl-CoA dehydrogenase,(1) NAD[0] + (1) (S)-Hydroxyhexanoyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxohexanoyl-CoA[0],(1) cpd00003[0] + (1) cpd03122[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd03123[0],kegg:C05268 + kegg:C00003 = kegg:C05269 + kegg:C00004,4,stereo_exact,23.929,11.999,11.93,11.93,5.719,2.868,2.851,2.851,4.048,7.369,8.408,True,15.732,24.686,20.753,3.437,20.561,7.0,10.0,298.15,298.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 CCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.CCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],True
rxn34734,3-hydroxyacyl-CoA dehydrogenase (C6:0),1.1.1.35,3-hydroxyacyl-CoA dehydrogenase,(1) NADH[0] + (1) H+[0] + (1) 3-Oxohexanoyl-CoA[0] <=> (1) NAD[0] + (1) (S)-Hydroxyhexanoyl-CoA[0],(1) cpd00004[0] + (1) cpd00067[0] + (1) cpd03123[0] <=> (1) cpd00003[0] + (1) cpd03122[0],kegg:C05268 + kegg:C00003 = kegg:C05269 + kegg:C00004,4,stereo_exact,-23.929,-11.999,-11.93,11.93,-5.719,-2.868,-2.851,2.851,4.048,7.369,8.408,True,-15.732,24.686,-20.753,-20.561,-3.437,7.0,10.0,298.15,298.15,reversed,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 CCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.CCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],True
rxn00778,"D-Ribose 1,5-phosphomutase",5.4.2.7,phosphopentomutase,(1) Ribose 1-phosphate[0] <=> (1) ribose-5-phosphate[0],(1) cpd00475[0] <=> (1) cpd00101[0],kegg:C00620 = kegg:C00117,1,stereo_exact,3.175,-8.429,11.604,11.604,0.759,-2.015,2.773,2.773,3.886,0.0,3.886,True,0.0,-8.242,-14.142,-8.429,-8.429,7.0,7.0,311.15,311.15,reversed,1 O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1 O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H]1O,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H]1O,True
rxn32821,Phosphopentomutase,5.4.2.7,phosphopentomutase,(1) Ribose 1-phosphate[0] <=> (1) ribose-5-phosphate[0],(1) cpd00475[0] <=> (1) cpd00101[0],kegg:C00620 = kegg:C00117,1,stereo_exact,3.175,-8.429,11.604,11.604,0.759,-2.015,2.773,2.773,3.886,0.0,3.886,True,0.0,-8.242,-14.142,-8.429,-8.429,7.0,7.0,311.15,311.15,reversed,1 O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1 O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H]1O,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H]1O,True
rxn01174,3-hydroxypropanoate:NAD+ oxidoreductase,1.1.1.59,3-hydroxypropionate dehydrogenase,(1) NAD[0] + (1) Hydracrylic acid[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxopropanoate[0],(1) cpd00003[0] + (1) cpd00745[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00191[0],kegg:C01013 + kegg:C00003 = kegg:C00222 + kegg:C00004,1,stereo_exact,23.26,11.677,11.583,11.583,5.559,2.791,2.768,2.768,5.105,0.0,5.105,True,21.84,23.891,23.389,11.677,11.677,9.0,9.0,298.15,298.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 O=C([O-])CCO,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 O=CCC(=O)[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C([O-])CCO>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].O=CCC(=O)[O-],True
rxn33536,3-hydroxypropionate dehydrogenase,1.1.1.59,3-hydroxypropionate dehydrogenase,(1) NAD[0] + (1) Hydracrylic acid[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxopropanoate[0],(1) cpd00003[0] + (1) cpd00745[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00191[0],kegg:C01013 + kegg:C00003 = kegg:C00222 + kegg:C00004,1,stereo_exact,23.26,11.677,11.583,11.583,5.559,2.791,2.768,2.768,5.105,0.0,5.105,True,21.84,23.891,23.389,11.677,11.677,9.0,9.0,298.15,298.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 O=C([O-])CCO,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 O=CCC(=O)[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C([O-])CCO>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].O=CCC(=O)[O-],True
rxn33540,3-hydroxypropionate dehydrogenase,1.1.1.59,3-hydroxypropionate dehydrogenase,(1) NAD[0] + (1) Hydracrylic acid[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxopropanoate[0],(1) cpd00003[0] + (1) cpd00745[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00191[0],kegg:C01013 + kegg:C00003 = kegg:C00222 + kegg:C00004,1,stereo_exact,23.26,11.677,11.583,11.583,5.559,2.791,2.768,2.768,5.105,0.0,5.105,True,21.84,23.891,23.389,11.677,11.677,9.0,9.0,298.15,298.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 O=C([O-])CCO,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 O=CCC(=O)[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C([O-])CCO>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].O=CCC(=O)[O-],True
rxn01016,ATP:carbamate phosphotransferase,2.7.2.2,carbamate kinase,(1) ATP[0] + (1) Carbamate[0] <=> (1) ADP[0] + (1) Carbamoylphosphate[0],(1) cpd00002[0] + (1) cpd01101[0] <=> (1) cpd00008[0] + (1) cpd00146[0],kegg:C00002 + kegg:C01563 = kegg:C00008 + kegg:C00169,2,stereo_exact,19.634,8.208,11.426,11.426,4.693,1.962,2.731,2.731,4.432,1.054,4.555,True,-27.447,16.862,16.736,7.463,8.954,8.14,9.4,283.15,298.15,reversed,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O; 1 NC(=O)[O-],1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O; 1 NC(=O)OP(=O)([O-])[O-],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.NC(=O)[O-]>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC(=O)OP(=O)([O-])[O-],True
rxn00674,Propanoate:CoA ligase (AMP-forming),6.2.1.1,acetate-CoA ligase,(1) ATP[0] + (1) CoA[0] + (1) Propionate[0] => (1) PPi[0] + (1) AMP[0] + (1) H+[0] + (1) Propionyl-CoA[0],(1) cpd00002[0] + (1) cpd00010[0] + (1) cpd00141[0] => (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd00067[0] + (1) cpd00086[0],kegg:C00002 + kegg:C00163 + kegg:C00010 = kegg:C00020 + kegg:C00013 + kegg:C00100,1,stereo_exact,10.536,-0.362,10.898,10.898,2.518,-0.086,2.605,2.605,5.111,0.0,5.111,True,-90.165,6.276,5.941,-0.362,-0.362,8.0,8.0,311.15,311.15,reversed,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O; 1 CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS; 1 CCC(=O)[O-],1 O=P([O-])([O-])OP(=O)([O-])O; 1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O; 1 [H+]; 1 CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CCC(=O)[O-]>>O=P([O-])([O-])OP(=O)([O-])O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+].CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],True
rxn28088,Propionyl-CoA synthetase,6.2.1.1,acetate-CoA ligase,(1) ATP[0] + (1) CoA[0] + (1) Propionate[0] => (1) PPi[0] + (1) AMP[0] + (1) H+[0] + (1) Propionyl-CoA[0],(1) cpd00002[0] + (1) cpd00010[0] + (1) cpd00141[0] => (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd00067[0] + (1) cpd00086[0],kegg:C00002 + kegg:C00163 + kegg:C00010 = kegg:C00020 + kegg:C00013 + kegg:C00100,1,stereo_exact,10.536,-0.362,10.898,10.898,2.518,-0.086,2.605,2.605,5.111,0.0,5.111,True,-90.165,6.276,5.941,-0.362,-0.362,8.0,8.0,311.15,311.15,reversed,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O; 1 CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS; 1 CCC(=O)[O-],1 O=P([O-])([O-])OP(=O)([O-])O; 1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O; 1 [H+]; 1 CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CCC(=O)[O-]>>O=P([O-])([O-])OP(=O)([O-])O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+].CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],True
